lon,lat,x_utm_km,y_utm_km,n_events,n_online,proportion,hlogit
-52.625,-29.924999999999997,343.1441531390441,6688.415371435209,415,253.0,0.6096385542168675,0.44468582126144574
-51.025000000000006,-30.025,497.589412411988,6678.444176557769,11204,10597.0,0.9458229203855766,2.8590212280120886
-53.875,-29.674999999999997,221.75388967261725,6713.768427657289,20628,19182.0,0.9299011052937755,2.5848515596356307
-54.775000000000006,-29.724999999999998,134.7750871115845,6705.715023932863,2143,1505.0,0.7022865142323845,0.8577586724491945
-51.775000000000006,-28.074999999999996,423.8515652655025,6894.247065818842,812,307.0,0.37807881773399016,-0.4970729512139535
-53.575,-29.724999999999998,250.92239808603136,6708.909826146774,3217,3071.0,0.9546161019583462,3.04289589214686
-52.375,-30.775,368.4209119922304,6594.525346496544,318,0.0,0.0,-6.456769655572163
-52.925000000000004,-30.424999999999997,315.1173492912622,6632.546495433269,669,81.0,0.1210762331838565,-1.9769739064535143
-52.425000000000004,-29.324999999999996,361.63401243337665,6755.163476607785,142,135.0,0.9507042253521126,2.894068619777491
-55.225,-28.275,85.43821678141533,6865.084853495873,57,38.0,0.6666666666666666,0.6802437757240375
-51.825,-30.224999999999998,420.6094053377076,6655.994657812668,35,18.0,0.5142857142857142,0.055569851154810786
-54.275000000000006,-29.624999999999996,182.86410267311737,6718.283040894629,7520,6252.0,0.8313829787234043,1.5951462837124375
-52.075,-31.174999999999997,397.5590663878966,6550.5058991619235,37,23.0,0.6216216216216216,0.4828517717235845
-52.225,-30.074999999999996,381.9360170160108,6672.271441088208,2156,1496.0,0.6938775510204082,0.8178872033303736
-52.175000000000004,-27.974999999999998,384.43981496304866,6905.011116634637,905,475.0,0.5248618784530387,0.09941955811765953
-51.325,-29.824999999999996,468.5995655338826,6700.561514769848,108683,97314.0,0.8953930237479643,2.1470136703055633
-51.875,-28.924999999999997,414.7118336276416,6800.0086953485,6615,5188.0,0.7842781557067271,1.2905199755151677
-54.825,-30.224999999999998,131.7868238458271,6650.0894782431205,3023,2727.0,0.902084022494211,2.2190934992694458
-52.375,-29.874999999999996,367.21207853076896,6694.27177427388,7991,7477.0,0.9356776373420098,2.676458235229999
-55.075,-27.974999999999998,99.05272811653035,6898.871406412898,105,71.0,0.6761904761904762,0.7287381256626478
-56.175000000000004,-29.224999999999998,-3.309599664588808,6755.969069810936,125,109.0,0.872,1.8925641683500207
-55.525000000000006,-28.324999999999996,56.177227129847566,6858.468236504583,1058,9.0,0.008506616257088847,-4.704777340654193
-51.375,-28.324999999999996,463.24012307502863,6866.737783147001,1855,1388.0,0.7482479784366577,1.0885799580181126
-51.725,-28.424999999999997,428.99676033088554,6855.5028997006875,150,2.0,0.013333333333333334,-4.084294226368599
-51.475,-28.874999999999996,453.6791949048441,6805.7704623878335,13948,6404.0,0.45913392601089764,-0.1638179526825153
-50.775000000000006,-28.174999999999997,522.0867567787989,6883.391259118026,224,0.0,0.0,-6.1070228877422545
-55.725,-30.775,47.62134231494402,6585.775525320784,311,4.0,0.012861736334405145,-4.2243976904702984
-53.925000000000004,-30.374999999999996,218.8971190347093,6636.030208357502,439,408.0,0.929384965831435,2.56250436846847
-51.675000000000004,-29.974999999999998,434.8807404780069,6683.793192100465,772,747.0,0.9676165803108808,3.378055853100461
-53.475,-30.424999999999997,262.27940425946184,6631.51855202128,27186,17130.0,0.6301037298609579,0.5326413088569975
-50.975,-31.224999999999998,502.38102942323303,6545.46171034583,72,8.0,0.1111111111111111,-2.026599060305456
-54.975,-28.324999999999996,110.1737484349988,6860.3721863217015,19040,16684.0,0.8762605042016807,1.9573026773364082
-53.825,-30.924999999999997,230.0455539271979,6575.287997007809,254,178.0,0.7007874015748031,0.8472978603872037
-49.925000000000004,-28.275,605.4306010459412,6871.865302792778,88,87.0,0.9886363636363636,4.0661736852554045
-53.875,-29.724999999999998,221.8918307464604,6708.224698004655,2759,2539.0,0.9202609641174339,2.443824795354399
-55.575,-28.374999999999996,51.47821778698219,6852.734038877264,88,0.0,0.0,-5.176149732573829
-53.425000000000004,-29.974999999999998,266.0205235477514,6681.510031740958,248,200.0,0.8064516129032258,1.4192504488031865
-51.325,-29.674999999999997,468.55278271282117,6717.18223665535,7880,6815.0,0.8648477157360406,1.8557552574722258
-55.625,-29.074999999999996,49.591034693408176,6774.858621361855,14615,0.0,0.0,-10.282985068946711
-51.825,-29.724999999999998,420.21078031713796,6711.401397606935,3892,3601.0,0.9252312435765673,2.5140656985388707
-53.425000000000004,-32.275,271.6025561124836,6426.500081839119,186,55.0,0.2956989247311828,-0.8626238308654304
-51.975,-29.474999999999998,405.47011537157454,6738.9908096619065,143031,131591.0,0.9200173388985604,2.4425427358492953
-51.975,-30.374999999999996,406.3168451864086,6639.2573373333225,51,0.0,0.0,-4.634728988229636
-52.125,-27.424999999999997,388.8014427573169,6965.987812525535,3567,2275.0,0.6377908606672273,0.5656214810741125
-51.025000000000006,-28.374999999999996,497.5504988471155,6861.255567631598,46,8.0,0.17391304347826086,-1.5105920777974677
-50.825,-28.374999999999996,517.1465224946928,6861.243377150959,2303,1937.0,0.8410768562744246,1.6651552399007958
-52.625,-30.924999999999997,344.73647527046273,6577.578192954892,665,543.0,0.8165413533834587,1.4899186765764825
-57.375,-30.174999999999997,-114.40315025854682,6644.597462224884,151,124.0,0.8211920529801324,1.5101197112322367
-50.675000000000004,-27.324999999999996,532.151820955047,6977.525326231393,235,179.0,0.7617021276595745,1.1559345697759382
-50.275000000000006,-27.324999999999996,571.7241841682629,6977.358873202218,184,157.0,0.8532608695652174,1.7452394535931621
-54.025000000000006,-29.775,207.52049316879035,6702.309621626828,1575,1015.0,0.6444444444444445,0.5943071385082248
-53.375,-29.874999999999996,270.6168835317879,6692.6965857360865,510,421.0,0.8254901960784313,1.5495811521611005
-55.075,-30.424999999999997,108.4992901318263,6627.061863109391,878,810.0,0.9225512528473804,2.470817595907551
